Kabupaten/Kota,Periode,Luas Panen,Curah Hujan,Kelembapan,Suhu,Kecepatan Angin,Sinar Matahari,Produksi
Kabupaten Pasuruan,Desember 2019,2338.0,163.1,74.48,28.44,10.47,10.02,12560.61
Kabupaten Pasuruan,Januari 2020,3754.0,385.0,82.77,27.0,8.34,9.39,19547.03
Kabupaten Pasuruan,Februari 2020,2340.0,531.8,88.9,26.36,7.47,8.83,12181.82
Kabupaten Pasuruan,Maret 2020,1937.0,289.8,87.19,26.55,7.9,9.22,10090.33
Kabupaten Pasuruan,April 2020,10766.0,215.7,84.2,26.75,8.06,9.83,55022.37
Kabupaten Pasuruan,Mei 2020,9395.0,109.2,77.65,27.31,9.2,10.07,46289.91
Kabupaten Pasuruan,Juni 2020,4179.0,6.9,68.3,27.02,11.31,10.77,20593.72
Kabupaten Pasuruan,Juli 2020,2062.0,9.0,62.61,27.21,14.69,10.81,10166.84
Kabupaten Pasuruan,Agustus 2020,6474.0,8.9,59.97,27.73,14.25,10.75,31918.0
Kabupaten Pasuruan,September 2020,4559.0,2.7,55.33,29.09,18.03,11.11,25044.36
Kabupaten Pasuruan,Oktober 2020,3919.0,128.0,64.87,28.55,15.92,10.62,21529.78
Kabupaten Pasuruan,November 2020,2437.0,128.0,70.57,28.19,12.19,9.73,13386.56
Kabupaten Pasuruan,Desember 2020,1304.0,332.4,84.68,26.15,8.47,7.66,7165.55
Kabupaten Pasuruan,Januari 2021,3725.0,444.2,88.74,25.67,8.2,7.1,18989.39
Kabupaten Pasuruan,Februari 2021,3020.0,397.4,87.64,25.92,9.4,8.7,15400.81
Kabupaten Pasuruan,Maret 2021,3605.0,286.0,85.65,25.97,7.0,9.31,18352.75
Kabupaten Pasuruan,April 2021,8724.0,150.9,75.73,26.75,9.42,10.1,44447.7
Kabupaten Pasuruan,Mei 2021,6334.0,41.7,69.35,27.83,10.82,10.76,32103.41
Kabupaten Pasuruan,Juni 2021,4540.0,35.1,74.1,27.22,10.02,10.53,23007.03
Kabupaten Pasuruan,Juli 2021,3514.0,6.6,58.97,27.47,13.67,10.71,17807.84
Kabupaten Pasuruan,Agustus 2021,4091.0,13.7,60.45,28.13,17.1,10.96,20729.53
Kabupaten Pasuruan,September 2021,3427.0,15.1,60.5,28.48,16.29,10.58,19917.06
Kabupaten Pasuruan,Oktober 2021,3943.0,73.1,61.19,28.94,16.12,11.37,22905.38
Kabupaten Pasuruan,November 2021,3119.0,367.8,83.77,26.47,9.38,8.12,18128.38
Kabupaten Pasuruan,Desember 2021,2265.0,432.7,84.77,26.38,8.48,8.27,13161.5
Kabupaten Pasuruan,Januari 2022,1953.69,434.5,84.71,25.91,9.72,8.63,10203.18
Kabupaten Pasuruan,Februari 2022,1901.2,395.9,87.21,25.53,10.23,8.16,9892.04
Kabupaten Pasuruan,Maret 2022,7436.61,364.6,86.16,26.05,9.18,8.94,37988.5
Kabupaten Pasuruan,April 2022,7308.68,204.2,79.13,26.55,10.01,10.12,37700.84
Kabupaten Pasuruan,Mei 2022,5522.17,179.4,83.0,26.44,9.56,9.89,29040.49
Kabupaten Pasuruan,Juni 2022,2177.21,66.6,76.03,26.37,10.55,10.62,11449.71
Kabupaten Pasuruan,Juli 2022,5967.49,23.6,68.1,26.7,12.68,10.74,31284.68
Kabupaten Pasuruan,Agustus 2022,2982.15,25.3,64.68,27.37,15.11,10.85,15668.85
Kabupaten Pasuruan,September 2022,3497.59,35.5,61.53,28.26,15.83,10.85,18445.11
Kabupaten Pasuruan,Oktober 2022,2827.14,190.3,76.45,26.77,10.95,9.02,14909.38
Kabupaten Pasuruan,November 2022,3219.27,261.2,83.17,26.24,9.19,8.43,16997.61
Kabupaten Pasuruan,Desember 2022,2591.62,223.7,78.42,26.51,10.45,8.84,13675.33
Kabupaten Pasuruan,Januari 2023,2464.66,292.1,79.84,26.37,9.75,9.32,12957.94
Kabupaten Pasuruan,Februari 2023,1916.71,675.2,87.96,25.61,9.63,6.9,10077.1
Kabupaten Pasuruan,Maret 2023,7623.48,256.6,82.26,26.18,8.9,9.91,38941.4
Kabupaten Pasuruan,April 2023,5655.97,198.9,82.97,26.41,8.3,9.46,29402.12
Kabupaten Pasuruan,Mei 2023,6320.27,52.7,71.55,26.87,11.79,10.42,33248.85
Kabupaten Pasuruan,Juni 2023,2940.54,10.0,66.57,27.61,12.9,10.93,15669.81
Kabupaten Pasuruan,Juli 2023,5431.91,11.6,64.45,27.05,14.05,10.79,28540.62
Kabupaten Pasuruan,Agustus 2023,3494.41,0.3,61.26,27.06,13.9,10.97,18621.32
Kabupaten Pasuruan,September 2023,4408.67,4.6,55.77,27.89,14.91,11.11,24326.81
Kabupaten Pasuruan,Oktober 2023,3623.78,6.3,57.1,29.21,13.8,11.53,20010.42
Kabupaten Pasuruan,November 2023,2948.27,79.6,63.07,29.6,13.85,11.16,16280.27
Kabupaten Pasuruan,Desember 2023,2170.47,128.1,71.71,28.5,11.89,10.51,11985.28
Kabupaten Pasuruan,Januari 2024,2687.56,271.5,79.9,27.56,10.9,9.58,15120.54
Kabupaten Pasuruan,Februari 2024,2808.87,345.6,86.59,26.94,7.99,9.47,15783.65
Kabupaten Pasuruan,Maret 2024,4361.17,306.2,85.19,27.11,9.11,8.79,24699.04
Kabupaten Pasuruan,April 2024,9260.82,151.2,81.13,27.72,8.62,9.27,51311.51
Kabupaten Pasuruan,Mei 2024,6487.81,8.2,67.29,28.62,11.62,10.89,32116.28
Kabupaten Pasuruan,Juni 2024,3892.71,20.6,68.83,27.66,11.2,10.85,19310.0
Kabupaten Pasuruan,Juli 2024,3985.31,11.8,62.65,27.2,13.0,10.72,19823.33
Kabupaten Pasuruan,Agustus 2024,5005.54,5.8,58.42,27.56,14.68,10.96,24818.76
Kabupaten Pasuruan,September 2024,3317.04,9.6,58.6,28.67,14.12,10.98,19596.96
Kabupaten Pasuruan,Oktober 2024,3718.47,12.5,57.9,29.5,15.84,11.47,21933.49
Kabupaten Pasuruan,November 2024,3847.33,129.6,71.27,28.73,12.69,10.77,22712.57
Kabupaten Pasuruan,Desember 2024,1714.36,452.3,83.84,26.89,9.07,7.75,10128.38
Kabupaten Sidoarjo,Januari 2018,2544.0,239.0,85.0,26.43,14.31,7.56,18447.54
Kabupaten Sidoarjo,Februari 2018,1534.0,255.4,86.93,26.05,14.0,8.86,11123.43
Kabupaten Sidoarjo,Maret 2018,3765.0,232.2,85.94,26.63,9.29,10.16,27302.82
Kabupaten Sidoarjo,April 2018,5646.0,51.2,77.93,27.84,11.56,10.86,40938.1
Kabupaten Sidoarjo,Mei 2018,4190.0,4.2,68.19,28.49,14.4,10.9,26893.71
Kabupaten Sidoarjo,Juni 2018,1857.0,13.3,67.27,28.08,14.71,10.78,11922.08
Kabupaten Sidoarjo,Juli 2018,2212.0,0.0,63.19,27.36,17.6,10.86,14200.55
Kabupaten Sidoarjo,Agustus 2018,4404.0,0.0,61.19,27.22,17.72,10.99,28265.53
Kabupaten Sidoarjo,September 2018,4555.0,1.2,60.37,28.23,18.41,11.02,28298.69
Kabupaten Sidoarjo,Oktober 2018,3263.0,2.3,60.16,29.48,16.82,11.44,20272.09
Kabupaten Sidoarjo,November 2018,1669.0,206.7,73.07,28.79,12.62,10.3,10366.97
Kabupaten Sidoarjo,Desember 2018,1637.0,300.0,83.65,27.22,10.17,8.88,10169.41
Kabupaten Sidoarjo,Januari 2019,370.0,354.6,87.9,26.52,13.32,8.2,2360.79
Kabupaten Sidoarjo,Februari 2019,747.0,240.4,86.39,26.8,10.08,9.58,4773.75
Kabupaten Sidoarjo,Maret 2019,1933.0,399.8,87.9,26.42,11.11,8.34,12348.41
Kabupaten Sidoarjo,April 2019,6487.0,139.7,83.37,27.39,10.15,10.1,41430.97
Kabupaten Sidoarjo,Mei 2019,7187.0,13.0,74.84,27.83,12.16,10.9,46172.04
Kabupaten Sidoarjo,Juni 2019,1959.0,1.5,68.23,27.35,14.05,10.9,12584.79
Kabupaten Sidoarjo,Juli 2019,485.0,5.5,66.81,26.8,16.61,10.86,3115.57
Kabupaten Sidoarjo,Agustus 2019,2127.0,2.8,63.0,27.1,17.76,10.99,13666.72
Kabupaten Sidoarjo,September 2019,3647.0,0.0,61.93,27.73,19.12,11.07,27603.99
Kabupaten Sidoarjo,Oktober 2019,5903.0,0.3,59.19,29.37,18.57,11.46,44683.23
Kabupaten Sidoarjo,November 2019,2229.0,22.1,64.37,29.96,14.5,11.5,16875.16
Kabupaten Sidoarjo,Desember 2019,1212.0,220.1,80.16,28.4,10.99,10.26,9172.69
Kabupaten Sidoarjo,Januari 2020,806.0,298.0,86.0,27.21,12.85,9.32,4191.42
Kabupaten Sidoarjo,Februari 2020,495.0,396.1,89.52,26.59,12.01,8.86,2576.33
Kabupaten Sidoarjo,Maret 2020,467.0,264.8,87.94,26.98,10.89,9.32,2428.03
Kabupaten Sidoarjo,April 2020,4157.0,179.5,84.67,27.36,10.24,9.82,21623.67
Kabupaten Sidoarjo,Mei 2020,8068.0,103.8,79.0,28.11,12.01,9.99,50002.15
Kabupaten Sidoarjo,Juni 2020,3842.0,6.8,71.53,27.82,13.9,10.73,23811.01
Kabupaten Sidoarjo,Juli 2020,1373.0,2.9,66.61,27.7,16.12,10.87,8512.14
Kabupaten Sidoarjo,Agustus 2020,1022.0,5.6,64.74,28.15,17.53,10.83,6334.62
Kabupaten Sidoarjo,September 2020,3240.0,0.8,61.07,29.26,18.98,11.07,20612.36
Kabupaten Sidoarjo,Oktober 2020,7980.0,94.0,68.32,28.99,16.55,10.59,50762.57
Kabupaten Sidoarjo,November 2020,2255.0,137.2,76.03,28.42,13.87,9.53,14343.72
Kabupaten Sidoarjo,Desember 2020,615.0,330.0,86.71,26.38,11.31,7.82,3911.91
Kabupaten Sidoarjo,Januari 2021,145.0,436.9,90.45,25.79,11.98,7.17,894.24
Kabupaten Sidoarjo,Februari 2021,159.0,295.7,87.71,26.06,16.98,8.86,978.92
Kabupaten Sidoarjo,Maret 2021,2550.0,323.3,87.61,26.52,10.25,9.64,15692.57
Kabupaten Sidoarjo,April 2021,7321.0,112.1,78.63,27.43,11.43,10.2,45053.34
Kabupaten Sidoarjo,Mei 2021,5618.0,36.7,71.94,28.45,13.33,10.72,31336.57
Kabupaten Sidoarjo,Juni 2021,1787.0,61.0,75.83,27.93,12.86,10.43,9970.46
Kabupaten Sidoarjo,Juli 2021,663.0,7.0,64.32,27.98,16.07,10.71,3700.73
Kabupaten Sidoarjo,Agustus 2021,1842.0,4.1,64.58,28.52,17.85,10.98,10276.08
Kabupaten Sidoarjo,September 2021,4599.0,18.2,64.77,28.83,17.76,10.53,31123.68
Kabupaten Sidoarjo,Oktober 2021,4146.0,57.3,67.42,29.05,15.2,11.19,28060.29
Kabupaten Sidoarjo,November 2021,3208.0,307.5,85.4,26.77,10.88,7.98,21711.73
Kabupaten Sidoarjo,Desember 2021,547.0,354.6,87.06,26.55,11.25,8.48,3702.79
Kabupaten Sidoarjo,Januari 2022,279.91,334.4,86.16,26.25,14.66,8.96,1716.71
Kabupaten Sidoarjo,Februari 2022,141.68,457.1,89.07,25.75,13.56,8.25,868.93
Kabupaten Sidoarjo,Maret 2022,1274.71,396.4,88.29,26.43,11.75,9.51,7817.9
Kabupaten Sidoarjo,April 2022,6040.02,128.4,80.33,27.33,11.05,10.25,37043.93
Kabupaten Sidoarjo,Mei 2022,6697.04,143.5,82.61,27.33,11.93,9.75,38152.05
Kabupaten Sidoarjo,Juni 2022,1501.78,52.5,78.83,27.07,11.88,10.49,8555.42
Kabupaten Sidoarjo,Juli 2022,174.64,11.6,71.52,27.24,13.52,10.66,994.9
Kabupaten Sidoarjo,Agustus 2022,1346.14,9.9,67.71,27.82,15.98,10.92,7668.76
Kabupaten Sidoarjo,September 2022,4805.71,9.2,64.63,28.74,15.39,10.85,31682.19
Kabupaten Sidoarjo,Oktober 2022,4777.51,183.1,81.97,26.85,11.18,9.37,31496.28
Kabupaten Sidoarjo,November 2022,4065.67,271.2,86.33,26.56,10.46,8.37,26803.39
Kabupaten Sidoarjo,Desember 2022,263.93,278.0,84.29,26.51,13.9,8.72,1739.99
Kabupaten Sidoarjo,Januari 2023,233.31,245.9,85.52,26.36,12.59,9.51,1355.3
Kabupaten Sidoarjo,Februari 2023,182.1,396.5,88.68,25.74,17.44,7.54,1057.82
Kabupaten Sidoarjo,Maret 2023,3840.56,284.2,86.68,26.42,10.97,9.7,22309.86
Kabupaten Sidoarjo,April 2023,5143.85,175.3,84.63,26.91,9.87,9.67,29880.69
Kabupaten Sidoarjo,Mei 2023,5400.39,32.2,75.55,27.38,11.86,10.38,33654.11
Kabupaten Sidoarjo,Juni 2023,1035.92,3.0,71.7,27.79,12.63,10.93,6455.64
Kabupaten Sidoarjo,Juli 2023,649.76,44.4,71.29,27.02,12.17,10.7,4049.17
Kabupaten Sidoarjo,Agustus 2023,1593.84,0.0,66.23,27.33,15.48,10.99,9932.48
Kabupaten Sidoarjo,September 2023,4860.41,0.8,62.77,28.01,16.42,11.04,32711.26
Kabupaten Sidoarjo,Oktober 2023,4372.93,0.8,60.45,29.85,17.65,11.49,29430.45
Kabupaten Sidoarjo,November 2023,3343.3,60.0,68.5,29.81,14.14,11.05,22500.89
Kabupaten Sidoarjo,Desember 2023,374.09,212.1,78.74,28.36,11.2,10.62,2517.68
Kabupaten Sidoarjo,Januari 2024,798.17,323.8,86.19,27.15,11.13,9.34,4826.56
Kabupaten Sidoarjo,Februari 2024,565.94,349.2,89.28,26.91,10.38,9.38,3422.26
Kabupaten Sidoarjo,Maret 2024,1000.79,335.8,86.35,27.25,12.95,8.98,6051.81
Kabupaten Sidoarjo,April 2024,4952.1,299.9,85.33,27.82,10.69,9.34,29945.5
Kabupaten Sidoarjo,Mei 2024,5611.0,2.9,73.16,28.8,12.63,10.93,32691.01
Kabupaten Sidoarjo,Juni 2024,3411.22,38.4,74.1,28.04,12.25,10.78,19874.58
Kabupaten Sidoarjo,Juli 2024,1700.5,6.8,69.35,27.23,13.62,10.77,9907.52
Kabupaten Sidoarjo,Agustus 2024,1205.75,0.2,64.9,27.76,14.67,10.96,7024.98
Kabupaten Sidoarjo,September 2024,4284.13,10.5,63.37,29.07,16.8,10.97,31741.95
Kabupaten Sidoarjo,Oktober 2024,4494.82,17.4,63.26,29.91,15.18,11.38,33302.99
Kabupaten Sidoarjo,November 2024,3366.17,195.3,74.97,28.98,13.11,10.74,24940.6
Kabupaten Sidoarjo,Desember 2024,709.52,406.7,85.29,27.02,13.58,7.74,5256.94
Kabupaten Mojokerto,Januari 2018,653.0,269.5,82.77,25.55,13.36,6.88,4221.65
Kabupaten Mojokerto,Februari 2018,3939.0,287.8,85.32,25.1,13.16,8.17,25536.87
Kabupaten Mojokerto,Maret 2018,8956.0,237.4,83.45,25.7,9.69,9.46,58304.2
Kabupaten Mojokerto,April 2018,8907.0,110.5,77.07,26.65,10.94,10.79,57650.16
Kabupaten Mojokerto,Mei 2018,4719.0,19.5,62.19,27.94,14.04,10.88,26008.64
Kabupaten Mojokerto,Juni 2018,3424.0,19.2,61.73,27.49,14.57,10.72,18900.83
Kabupaten Mojokerto,Juli 2018,7510.0,8.1,57.71,26.97,15.28,10.89,41032.67
Kabupaten Mojokerto,Agustus 2018,6581.0,2.0,56.23,26.94,16.35,10.91,36382.95
Kabupaten Mojokerto,September 2018,3541.0,10.3,51.77,28.05,20.24,10.88,22751.11
Kabupaten Mojokerto,Oktober 2018,1029.0,7.5,52.65,29.15,18.95,11.4,6613.62
Kabupaten Mojokerto,November 2018,1388.0,218.2,73.67,27.53,11.16,9.73,8915.76
Kabupaten Mojokerto,Desember 2018,1799.0,319.4,83.23,26.3,10.24,8.46,11555.39
Kabupaten Mojokerto,Januari 2019,1762.0,487.6,86.32,25.63,12.63,7.49,11537.67
Kabupaten Mojokerto,Februari 2019,1587.0,214.9,85.18,25.85,10.8,8.92,10392.84
Kabupaten Mojokerto,Maret 2019,11175.0,471.4,85.26,25.63,11.27,7.69,73124.7
Kabupaten Mojokerto,April 2019,11322.0,141.8,82.67,26.27,9.93,9.76,74136.67
Kabupaten Mojokerto,Mei 2019,4743.0,41.0,74.13,26.76,9.96,10.85,27264.05
Kabupaten Mojokerto,Juni 2019,3644.0,14.6,63.73,26.75,12.47,10.89,20851.79
Kabupaten Mojokerto,Juli 2019,6098.0,5.3,60.42,26.45,16.68,10.89,35020.89
Kabupaten Mojokerto,Agustus 2019,6575.0,6.8,58.26,26.77,18.35,10.97,37609.36
Kabupaten Mojokerto,September 2019,4074.0,0.8,55.27,27.5,21.64,11.06,25099.58
Kabupaten Mojokerto,Oktober 2019,1680.0,10.9,51.0,29.24,20.02,11.39,10347.94
Kabupaten Mojokerto,November 2019,1271.0,92.4,62.87,28.82,13.12,11.12,7828.24
Kabupaten Mojokerto,Desember 2019,1062.0,277.6,79.06,27.22,10.51,9.63,6542.15
Kabupaten Mojokerto,Januari 2020,1994.0,359.7,84.23,26.32,12.21,8.99,11972.37
Kabupaten Mojokerto,Februari 2020,2090.0,448.2,88.0,25.74,11.26,7.8,12549.56
Kabupaten Mojokerto,Maret 2020,2160.0,311.7,86.29,26.1,11.53,8.79,12974.64
Kabupaten Mojokerto,April 2020,17400.0,233.2,84.53,26.24,10.09,9.52,103992.37
Kabupaten Mojokerto,Mei 2020,5323.0,106.7,79.23,26.9,11.53,9.85,28635.43
Kabupaten Mojokerto,Juni 2020,3022.0,43.5,70.4,26.57,10.67,10.75,16267.08
Kabupaten Mojokerto,Juli 2020,6888.0,13.5,61.97,27.05,13.44,10.83,36969.37
Kabupaten Mojokerto,Agustus 2020,7060.0,5.4,58.74,27.65,17.29,10.83,37782.7
Kabupaten Mojokerto,September 2020,3865.0,6.2,56.1,28.86,18.0,11.07,23247.1
Kabupaten Mojokerto,Oktober 2020,2225.0,124.5,67.65,28.01,15.04,10.43,13382.65
Kabupaten Mojokerto,November 2020,1778.0,150.6,73.03,27.6,12.62,9.13,10693.19
Kabupaten Mojokerto,Desember 2020,702.0,387.4,84.48,25.69,12.63,7.32,4219.91
Kabupaten Mojokerto,Januari 2021,1580.0,442.2,88.97,25.08,12.01,6.01,9386.61
Kabupaten Mojokerto,Februari 2021,271.0,380.4,85.96,25.16,15.44,7.63,1609.37
Kabupaten Mojokerto,Maret 2021,7737.0,343.6,84.65,25.65,10.61,9.27,46376.26
Kabupaten Mojokerto,April 2021,12727.0,143.0,77.93,26.23,10.28,9.96,76140.2
Kabupaten Mojokerto,Mei 2021,5852.0,87.2,73.23,26.95,11.37,10.66,32724.87
Kabupaten Mojokerto,Juni 2021,2887.0,92.6,76.27,26.43,12.05,10.24,16083.69
Kabupaten Mojokerto,Juli 2021,6697.0,4.2,56.71,27.46,13.55,10.8,37453.05
Kabupaten Mojokerto,Agustus 2021,4994.0,15.7,59.81,27.95,15.42,10.88,27927.45
Kabupaten Mojokerto,September 2021,2642.0,31.9,60.03,28.32,15.88,10.48,15313.33
Kabupaten Mojokerto,Oktober 2021,3085.0,75.1,63.19,28.56,12.76,10.97,17876.76
Kabupaten Mojokerto,November 2021,1748.0,507.0,84.8,25.79,10.36,6.97,10129.97
Kabupaten Mojokerto,Desember 2021,1039.0,448.2,85.16,25.8,10.93,7.85,6020.76
Kabupaten Mojokerto,Januari 2022,879.53,370.1,83.42,25.56,13.46,8.49,5459.45
Kabupaten Mojokerto,Februari 2022,2810.33,416.5,85.32,25.21,13.33,7.45,17142.15
Kabupaten Mojokerto,Maret 2022,7584.2,531.6,85.77,25.59,11.12,8.34,45864.99
Kabupaten Mojokerto,April 2022,11314.7,260.5,80.13,26.1,10.42,9.67,69622.59
Kabupaten Mojokerto,Mei 2022,4933.92,212.0,81.97,26.16,11.95,9.26,26522.39
Kabupaten Mojokerto,Juni 2022,4208.72,158.1,79.6,25.72,11.12,10.17,22588.47
Kabupaten Mojokerto,Juli 2022,4476.65,86.6,73.81,25.83,12.4,10.67,24030.68
Kabupaten Mojokerto,Agustus 2022,5074.82,44.6,68.06,26.74,13.62,10.91,27236.44
Kabupaten Mojokerto,September 2022,2881.06,34.5,60.77,27.93,14.92,10.53,15397.86
Kabupaten Mojokerto,Oktober 2022,2509.24,312.0,81.26,25.89,10.16,8.5,13415.13
Kabupaten Mojokerto,November 2022,941.86,324.2,83.9,25.74,10.74,7.75,5033.78
Kabupaten Mojokerto,Desember 2022,1780.42,385.6,81.19,25.72,12.83,8.03,9515.48
Kabupaten Mojokerto,Januari 2023,1360.65,280.4,81.97,25.71,12.71,8.75,8158.9
Kabupaten Mojokerto,Februari 2023,4892.41,526.2,85.36,25.08,16.05,6.69,28759.8
Kabupaten Mojokerto,Maret 2023,8073.18,373.6,84.1,25.59,11.05,9.11,47996.69
Kabupaten Mojokerto,April 2023,8264.11,172.4,82.67,26.04,10.48,8.81,48971.98
Kabupaten Mojokerto,Mei 2023,6764.9,60.0,74.03,26.57,11.3,10.27,36818.84
Kabupaten Mojokerto,Juni 2023,4907.34,28.9,68.37,27.16,11.04,10.86,26716.53
Kabupaten Mojokerto,Juli 2023,4844.24,56.4,68.68,26.55,10.82,10.75,26367.89
Kabupaten Mojokerto,Agustus 2023,5437.65,2.0,61.87,26.93,14.58,10.98,29606.56
Kabupaten Mojokerto,September 2023,3253.35,9.7,58.77,27.66,15.3,11.0,18056.27
Kabupaten Mojokerto,Oktober 2023,2548.64,15.5,53.06,29.49,21.55,11.48,14145.09
Kabupaten Mojokerto,November 2023,1601.4,162.9,65.03,29.26,13.3,10.7,8887.86
Kabupaten Mojokerto,Desember 2023,1514.28,196.6,74.65,27.86,10.48,9.94,8404.34
Kabupaten Mojokerto,Januari 2024,933.31,343.4,82.77,26.81,12.3,8.92,5887.05
Kabupaten Mojokerto,Februari 2024,721.34,364.4,87.1,26.38,10.4,8.52,4550.0
Kabupaten Mojokerto,Maret 2024,4877.72,334.9,84.61,26.65,11.53,8.43,30494.51
Kabupaten Mojokerto,April 2024,13398.61,309.8,84.87,26.99,9.48,8.8,84210.96
Kabupaten Mojokerto,Mei 2024,6718.21,28.6,73.68,27.71,9.73,10.89,37615.43
Kabupaten Mojokerto,Juni 2024,2422.29,58.0,74.03,26.96,11.1,10.84,13562.47
Kabupaten Mojokerto,Juli 2024,3794.95,25.3,67.87,26.54,10.51,10.55,20940.04
Kabupaten Mojokerto,Agustus 2024,4707.88,8.0,62.48,27.19,11.85,10.89,26126.3
Kabupaten Mojokerto,September 2024,4659.73,32.9,61.93,28.27,14.27,10.76,29874.27
Kabupaten Mojokerto,Oktober 2024,2725.28,33.0,61.32,28.99,14.42,11.3,17472.17
Kabupaten Mojokerto,November 2024,1630.51,186.7,74.97,27.8,13.59,10.23,10453.47
Kabupaten Mojokerto,Desember 2024,706.23,608.3,85.29,26.29,13.33,7.23,4527.77
Kabupaten Jombang,Januari 2018,235.0,406.1,89.06,25.6,9.54,7.03,1456.1
Kabupaten Jombang,Februari 2018,3961.0,380.9,89.96,25.35,10.09,7.97,24501.94
Kabupaten Jombang,Maret 2018,18230.0,316.9,86.39,26.14,11.55,9.45,112790.38
Kabupaten Jombang,April 2018,12413.0,114.9,82.8,26.93,9.81,10.56,76791.59
Kabupaten Jombang,Mei 2018,393.0,14.6,69.77,28.0,11.05,10.8,2429.36
Kabupaten Jombang,Juni 2018,2037.0,16.5,67.67,27.8,12.65,10.55,12685.0
Kabupaten Jombang,Juli 2018,11572.0,1.8,62.61,27.28,15.71,10.76,72077.35
Kabupaten Jombang,Agustus 2018,7573.0,4.6,60.58,27.28,17.88,10.93,47171.51
Kabupaten Jombang,September 2018,3608.0,20.4,58.97,28.42,18.5,10.89,22980.74
Kabupaten Jombang,Oktober 2018,269.0,14.3,58.61,29.5,18.95,11.37,1716.1
Kabupaten Jombang,November 2018,1443.0,231.5,76.93,27.91,13.2,9.63,9195.01
Kabupaten Jombang,Desember 2018,1566.0,353.1,82.84,26.86,14.53,8.29,9978.21
Kabupaten Jombang,Januari 2019,509.0,634.6,90.74,25.82,10.96,7.3,3187.49
Kabupaten Jombang,Februari 2019,1298.0,346.8,89.25,26.12,9.41,8.76,8133.39
Kabupaten Jombang,Maret 2019,8856.0,460.1,88.87,25.95,11.19,7.56,55485.17
Kabupaten Jombang,April 2019,18366.0,280.5,87.67,26.66,8.88,9.54,115053.7
Kabupaten Jombang,Mei 2019,2697.0,55.0,79.06,26.98,9.16,10.74,15164.15
Kabupaten Jombang,Juni 2019,1107.0,11.9,69.83,26.77,13.39,10.83,6224.26
Kabupaten Jombang,Juli 2019,7046.0,11.0,65.9,26.72,14.26,10.81,39615.87
Kabupaten Jombang,Agustus 2019,8277.0,2.7,60.68,27.25,17.0,10.95,46535.07
Kabupaten Jombang,September 2019,3801.0,1.0,59.97,27.92,16.21,11.05,26115.76
Kabupaten Jombang,Oktober 2019,2125.0,6.0,57.77,29.61,18.25,11.39,14597.8
Kabupaten Jombang,November 2019,764.0,109.1,66.53,29.43,15.23,11.16,5247.24
Kabupaten Jombang,Desember 2019,1292.0,354.2,84.81,27.34,10.33,9.17,8876.44
Kabupaten Jombang,Januari 2020,782.0,401.8,87.65,26.67,10.61,9.03,5353.16
Kabupaten Jombang,Februari 2020,1480.0,623.6,92.31,26.0,9.51,7.74,10135.68
Kabupaten Jombang,Maret 2020,3661.0,472.5,90.61,26.34,9.77,8.23,25075.67
Kabupaten Jombang,April 2020,14614.0,311.1,89.03,26.56,8.48,9.14,100096.01
Kabupaten Jombang,Mei 2020,11106.0,152.9,83.94,27.2,10.26,9.91,58590.26
Kabupaten Jombang,Juni 2020,468.0,15.4,77.37,26.85,9.42,10.63,2468.91
Kabupaten Jombang,Juli 2020,5524.0,13.5,70.23,26.95,12.94,10.67,29143.12
Kabupaten Jombang,Agustus 2020,6474.0,11.5,66.23,27.71,14.38,10.71,34156.33
Kabupaten Jombang,September 2020,5205.0,23.7,64.03,28.66,16.05,10.98,34813.05
Kabupaten Jombang,Oktober 2020,3608.0,350.2,73.42,28.01,13.97,10.11,24130.68
Kabupaten Jombang,November 2020,1475.0,274.2,80.0,27.47,13.03,9.11,9867.06
Kabupaten Jombang,Desember 2020,1396.0,548.3,87.81,25.98,12.0,6.89,9333.97
Kabupaten Jombang,Januari 2021,473.0,486.5,90.74,25.52,11.45,5.9,2955.68
Kabupaten Jombang,Februari 2021,330.0,501.9,91.71,25.32,10.69,7.08,2059.76
Kabupaten Jombang,Maret 2021,8439.0,506.6,89.87,25.87,9.15,8.75,52751.82
Kabupaten Jombang,April 2021,18563.0,254.3,85.13,26.44,9.0,9.76,116041.31
Kabupaten Jombang,Mei 2021,2858.0,68.4,79.55,27.34,10.18,10.61,15390.79
Kabupaten Jombang,Juni 2021,420.0,127.3,84.1,26.52,9.97,9.96,2263.33
Kabupaten Jombang,Juli 2021,5944.0,6.1,70.87,26.83,12.52,10.73,32015.3
Kabupaten Jombang,Agustus 2021,8485.0,16.1,68.65,27.68,15.47,10.95,45696.96
Kabupaten Jombang,September 2021,6726.0,55.5,69.8,27.9,15.39,10.49,41002.98
Kabupaten Jombang,Oktober 2021,97.0,102.7,70.26,28.25,17.89,10.88,591.25
Kabupaten Jombang,November 2021,902.0,516.2,88.6,26.02,12.74,6.96,5498.04
Kabupaten Jombang,Desember 2021,1732.0,403.9,87.19,26.28,12.73,8.02,10559.42
Kabupaten Jombang,Januari 2022,994.45,391.1,87.65,25.75,11.54,7.93,6587.3
Kabupaten Jombang,Februari 2022,191.81,525.0,91.18,25.18,11.9,6.86,1270.56
Kabupaten Jombang,Maret 2022,7859.71,611.6,89.61,25.81,12.37,7.88,52063.26
Kabupaten Jombang,April 2022,16174.83,290.5,86.0,26.28,11.55,9.3,107143.18
